詩歌ID,作者,標題,人物,提及次數
薛曜著_19. 舞馬篇,薛曜著,19. 舞馬篇,大易,5
于季子著_26. 早春洛陽答杜審言,于季子著,26. 早春洛陽答杜審言,杜審言,3
喬知之著_7. 擬古贈陳子昂,喬知之著,7. 擬古贈陳子昂,陳子昂,4
喬知之著_12. 羸駿篇,喬知之著,12. 羸駿篇,任生,12
劉希夷著_4. 孤松篇,劉希夷著,4. 孤松篇,寒山,122
劉希夷著_8. 謁漢世祖廟,劉希夷著,8. 謁漢世祖廟,太守,256
劉希夷著_18. 代悲白頭翁,劉希夷著,18. 代悲白頭翁,少年,611
陳子昂著_18. 送著作佐郎崔融等從梁王東征,陳子昂著,18. 送著作佐郎崔融等從梁王東征,崔融,5
陳子昂著_27. 魏氏園林人賦一物得秋亭萱草,陳子昂著,27. 魏氏園林人賦一物得秋亭萱草,魏氏,3
陳子昂著_39. 和陸明府贈將軍重出塞,陳子昂著,39. 和陸明府贈將軍重出塞,書生,75
陳子昂著_55. 贈別冀侍禦崔司議,陳子昂著,55. 贈別冀侍禦崔司議,無悶,12
張說著_23. 唐享太廟樂章：景雲舞,張說著,23. 唐享太廟樂章：景雲舞,景雲,13
張說著_2. 奉和聖制送宇文融安輯戶口應制,張說著,2. 奉和聖制送宇文融安輯戶口應制,宇文融,1
張說著_16. 送王光庭,張說著,16. 送王光庭,王光庭,1
張說著_17. 新都南亭送郭元振盧崇道,張說著,17. 新都南亭送郭元振盧崇道,盧崇道,1
張說著_17. 新都南亭送郭元振盧崇道,張說著,17. 新都南亭送郭元振盧崇道,郭元振,1
張說著_21. 答李伯魚桐竹,張說著,21. 答李伯魚桐竹,李伯魚,1
張說著_26. 過蜀道山,張說著,26. 過蜀道山,清江,88
張說著_40. 出湖寄趙冬曦,張說著,40. 出湖寄趙冬曦,趙冬曦,2
張說著_43. 和尹懋秋夜遊灉湖,張說著,43. 和尹懋秋夜遊灉湖,尹懋,5
張說著_55. 山夜聞鐘,張說著,55. 山夜聞鐘,虛中,17
張說著_65. 安樂郡主花燭行,張說著,65. 安樂郡主花燭行,織女,55
張說著_2. 奉和聖制幸白鹿觀應制,張說著,2. 奉和聖制幸白鹿觀應制,寒山,122
張說著_5. 侍宴武三思山第應制賦得風字,張說著,5. 侍宴武三思山第應制賦得風字,武三思,3
張說著_12. 奉和聖制同劉晃喜雨應制,張說著,12. 奉和聖制同劉晃喜雨應制,劉晃,2
張說著_30. 送王晙自羽林赴永昌令,張說著,30. 送王晙自羽林赴永昌令,王晙,3
張說著_33. 送王尚一嚴嶷二侍禦赴司馬都督軍,張說著,33. 送王尚一嚴嶷二侍禦赴司馬都督軍,馬令,3
張說著_33. 送王尚一嚴嶷二侍禦赴司馬都督軍,張說著,33. 送王尚一嚴嶷二侍禦赴司馬都督軍,司馬都,1
張說著_37. 嶽州宴別潭州王熊二首,張說著,37. 嶽州宴別潭州王熊二首,王熊,1
張說著_49. 和朱使欣道峽似巫山之作,張說著,49. 和朱使欣道峽似巫山之作,朱使欣,2
張說著_50. 和朱使欣二首,張說著,50. 和朱使欣二首,朱使欣,2
張說著_55. 和尹懋秋夜遊灉湖,張說著,55. 和尹懋秋夜遊灉湖,尹懋,5
張說著_56. 與趙冬曦尹懋子均登南樓,張說著,56. 與趙冬曦尹懋子均登南樓,趙冬曦,2
張說著_56. 與趙冬曦尹懋子均登南樓,張說著,56. 與趙冬曦尹懋子均登南樓,尹懋,5
張說著_79. 崔尚書挽詞,張說著,79. 崔尚書挽詞,崔尚,9
張說著_4. 奉和聖制賜崔日知往潞州應制,張說著,4. 奉和聖制賜崔日知往潞州應制,崔日知,2
張說著_19. 奉和禦制與宋璟源幹曜同日上官命宴東堂賜詩應制,張說著,19. 奉和禦制與宋璟源幹曜同日上官命宴東堂賜詩應制,宋璟,3
張說著_19. 奉和禦制與宋璟源幹曜同日上官命宴東堂賜詩應制,張說著,19. 奉和禦制與宋璟源幹曜同日上官命宴東堂賜詩應制,源幹曜,2
張說著_21. 奉和聖制送王晙巡邊應制,張說著,21. 奉和聖制送王晙巡邊應制,王晙,3
張說著_7. 送梁知微渡海東,張說著,7. 送梁知微渡海東,梁知微,1
張說著_26. 破陳樂詞二首,張說著,26. 破陳樂詞二首,少年,611
張說著_29. 桃花園馬上應制,張說著,29. 桃花園馬上應制,穠華,13
張說著_30. 奉和聖制幸韋嗣立山莊應制,張說著,30. 奉和聖制幸韋嗣立山莊應制,韋嗣立,19
張均著_4. 和尹懋秋夜遊灉湖二首,張均著,4. 和尹懋秋夜遊灉湖二首,尹懋,5
崔泰之著_11. 奉酬韋嗣立祭酒偶游龍門北溪忽懷驪山別業因以言志示弟淑奉呈諸大僚之作,崔泰之著,11. 奉酬韋嗣立祭酒偶游龍門北溪忽懷驪山別業因以言志示弟淑奉呈諸大僚之作,韋嗣立,19
魏知古著_16. 從獵渭川獻詩,魏知古著,16. 從獵渭川獻詩,陳羽,5
李乂著_15. 寄胡皓時在南中,李乂著,15. 寄胡皓時在南中,胡皓,1
李乂著_20. 淮陽公主挽歌,李乂著,20. 淮陽公主挽歌,穠華,13
李乂著_29. 奉和幸禮部尚書竇希玠宅應制,李乂著,29. 奉和幸禮部尚書竇希玠宅應制,竇希玠,4
李乂著_32. 陪幸韋嗣立山莊應制,李乂著,32. 陪幸韋嗣立山莊應制,韋嗣立,19
李乂著_40. 奉和幸韋嗣立山莊侍宴應制,李乂著,40. 奉和幸韋嗣立山莊侍宴應制,韋嗣立,19
吳少微著_4. 哭富嘉謨,吳少微著,4. 哭富嘉謨,富嘉謨,1
吳少微著_7. 怨歌行,吳少微著,7. 怨歌行,少年,611
沈佺期著_13. 同工部李侍郎適訪司馬子微,沈佺期著,13. 同工部李侍郎適訪司馬子微,泠然,22
沈佺期著_28. 七夕曝衣篇,沈佺期著,28. 七夕曝衣篇,織女,55
沈佺期著_46. 早發平昌島,沈佺期著,46. 早發平昌島,泠然,22
沈佺期著_73. 古意呈補闕喬知之,沈佺期著,73. 古意呈補闕喬知之,喬知之,1
沈佺期著_3. 初冬從幸漢故青門應制,沈佺期著,3. 初冬從幸漢故青門應制,王建,10
沈佺期著_8. 奉和聖制幸禮部尚書竇希玠宅,沈佺期著,8. 奉和聖制幸禮部尚書竇希玠宅,竇希玠,4
沈佺期著_32. 度安海入龍編,沈佺期著,32. 度安海入龍編,尉佗,6
沈佺期著_34. 哭蘇眉州崔司業二公,沈佺期著,34. 哭蘇眉州崔司業二公,太守,256
沈佺期著_39. 奉和幸韋嗣立山莊應制,沈佺期著,39. 奉和幸韋嗣立山莊應制,韋嗣立,19
趙冬曦著_6. 和尹懋秋夜遊灉湖二首,趙冬曦著,6. 和尹懋秋夜遊灉湖二首,尹懋,5
趙冬曦著_11. 奉和聖制答張說扈從南出雀鼠谷,趙冬曦著,11. 奉和聖制答張說扈從南出雀鼠谷,張說,40
趙冬曦著_12. 奉和聖制送張說上集賢學士賜宴賦得蓮字,趙冬曦著,12. 奉和聖制送張說上集賢學士賜宴賦得蓮字,張說,40
王琚著_24. 遊灉湖上寺,王琚著,24. 遊灉湖上寺,無悶,12
章玄同著_14. 流所贈張錫,章玄同著,14. 流所贈張錫,張錫,1
盧僎著_23. 奉和李令扈從溫泉宮賜游驪山韋侍郎別業,盧僎著,23. 奉和李令扈從溫泉宮賜游驪山韋侍郎別業,李令,6
吳兢著_10. 永泰公主挽歌二首,吳兢著,10. 永泰公主挽歌二首,孫合,2
吳兢著_10. 永泰公主挽歌二首,吳兢著,10. 永泰公主挽歌二首,穠華,13
武平一著_8. 奉和幸韋嗣立山莊侍宴應制,武平一著,8. 奉和幸韋嗣立山莊侍宴應制,韋嗣立,19
武平一著_14. 奉和聖制幸韋嗣立山莊應制,武平一著,14. 奉和聖制幸韋嗣立山莊應制,韋嗣立,19
趙彥昭著_16. 奉和幸韋嗣立山莊侍燕應制,趙彥昭著,16. 奉和幸韋嗣立山莊侍燕應制,韋嗣立,19
趙彥昭著_19. 奉和聖制幸韋嗣立山莊應制,趙彥昭著,19. 奉和聖制幸韋嗣立山莊應制,韋嗣立,19
蕭至忠著_7. 三會寺應制,蕭至忠著,7. 三會寺應制,林披,3
鄭愔著_2. 採蓮曲,鄭愔著,2. 採蓮曲,清江,88
鄭愔著_4. 少年行,鄭愔著,4. 少年行,少年,611
鄭愔著_6. 奉和幸上官昭容院獻詩四首,鄭愔著,6. 奉和幸上官昭容院獻詩四首,上官昭容,3
鄭愔著_9. 奉和九月九日登慈恩寺浮圖應制,鄭愔著,9. 奉和九月九日登慈恩寺浮圖應制,王起,34
源幹曜著_2. 奉和禦制幹曜與張說宋璟同日上官命宴都堂賜詩,源幹曜著,2. 奉和禦制幹曜與張說宋璟同日上官命宴都堂賜詩,宋璟,3
源幹曜著_2. 奉和禦制幹曜與張說宋璟同日上官命宴都堂賜詩,源幹曜著,2. 奉和禦制幹曜與張說宋璟同日上官命宴都堂賜詩,張說,40
徐堅著_5. 奉和聖制送張說赴集賢院學士賜宴賦得虛字,徐堅著,5. 奉和聖制送張說赴集賢院學士賜宴賦得虛字,張說,40
徐堅著_6. 奉和聖制送張說巡邊,徐堅著,6. 奉和聖制送張說巡邊,張說,40
李元紘著_2. 綠墀怨,李元紘著,2. 綠墀怨,姚向,1
裴漼著_4. 奉和聖制送張說上集賢學士賜宴,裴漼著,4. 奉和聖制送張說上集賢學士賜宴,張說,40
劉升著_8. 奉和聖制送張說上集賢學士賜宴,劉升著,8. 奉和聖制送張說上集賢學士賜宴,張說,40
蕭嵩著_9. 奉和聖制送張說上集賢學士賜宴,蕭嵩著,9. 奉和聖制送張說上集賢學士賜宴,張說,40
韋抗著_11. 奉和聖制送張說上集賢學士賜宴,韋抗著,11. 奉和聖制送張說上集賢學士賜宴,張說,40
李暠著_12. 奉和聖制送張說上集賢學士賜宴,李暠著,12. 奉和聖制送張說上集賢學士賜宴,張說,40
韋述著_13. 奉和聖制送張說上集賢學士賜宴,韋述著,13. 奉和聖制送張說上集賢學士賜宴,張說,40
陸堅著_17. 奉和聖制送張說上集賢學士賜宴,陸堅著,17. 奉和聖制送張說上集賢學士賜宴,張說,40
程行諶著_19. 奉和聖制送張說上集賢學士賜宴,程行諶著,19. 奉和聖制送張說上集賢學士賜宴,張說,40
褚琇著_20. 奉和聖制送張說上集賢學士賜宴,褚琇著,20. 奉和聖制送張說上集賢學士賜宴,張說,40
胡皓著_27. 和宋之問寒食題臨江驛,胡皓著,27. 和宋之問寒食題臨江驛,宋之問,6
胡皓著_29. 同蔡孚起居詠鸚鵡,胡皓著,29. 同蔡孚起居詠鸚鵡,蔡孚,2
韓休著_2. 奉和聖制送張說巡邊,韓休著,2. 奉和聖制送張說巡邊,張說,40
王丘著_10. 奉和聖制答張說扈從南出鼠雀穀之作,王丘著,10. 奉和聖制答張說扈從南出鼠雀穀之作,張說,40
蘇晉著_13. 奉和聖制送張說巡邊,蘇晉著,13. 奉和聖制送張說巡邊,張說,40
崔禹錫著_14. 奉和聖制送張說巡邊,崔禹錫著,14. 奉和聖制送張說巡邊,張說,40
張嘉貞著_17. 奉和聖制送張說巡邊,張嘉貞著,17. 奉和聖制送張說巡邊,張說,40
盧從願著_19. 奉和聖制送張說巡邊,盧從願著,19. 奉和聖制送張說巡邊,張說,40
盧從願著_20. 祭汾陰樂章,盧從願著,20. 祭汾陰樂章,元載,4
袁暉著_27. 奉和聖制答張說扈從南出雀鼠穀之作,袁暉著,27. 奉和聖制答張說扈從南出雀鼠穀之作,張說,40
王光庭著_29. 奉和聖制答張說扈從南出雀鼠谷,王光庭著,29. 奉和聖制答張說扈從南出雀鼠谷,張說,40
王光庭著_30. 奉和聖制送張說巡邊,王光庭著,30. 奉和聖制送張說巡邊,張說,40
徐知仁著_31. 奉和聖制送張說巡邊,徐知仁著,31. 奉和聖制送張說巡邊,張說,40
席豫著_34. 奉和聖制答張說南出雀鼠谷,席豫著,34. 奉和聖制答張說南出雀鼠谷,張說,40
席豫著_35. 奉和聖制送張說巡邊,席豫著,35. 奉和聖制送張說巡邊,張說,40
賀知章著_12. 奉和聖制送張說上集賢學士賜宴賦得謨字,賀知章著,12. 奉和聖制送張說上集賢學士賜宴賦得謨字,張說,40
賀知章著_13. 奉和聖制送張說巡邊,賀知章著,13. 奉和聖制送張說巡邊,張說,40
裴耀卿著_2. 酬張九齡使風見示,裴耀卿著,2. 酬張九齡使風見示,張九齡,2
徐仁友著_7. 古意贈孫翃,徐仁友著,7. 古意贈孫翃,孫翃,1
丁仙芝著_9. 和薦福寺英公新構禪堂,丁仙芝著,9. 和薦福寺英公新構禪堂,常浩,1
蔡希寂著_26. 洛陽客舍逢祖詠留宴,蔡希寂著,26. 洛陽客舍逢祖詠留宴,祖詠,2
談戭著_40. 句,談戭著,40. 句,清江,88
李邕著_7. 奉和初春幸太平公主南莊應制,李邕著,7. 奉和初春幸太平公主南莊應制,織女,55
王灣著_17. 閏月七日織女,王灣著,17. 閏月七日織女,織女,55
王泠然著_21. 夜光篇,王泠然著,21. 夜光篇,寒山,122
張子容著_3. 除夜樂城逢孟浩然,張子容著,3. 除夜樂城逢孟浩然,孟浩然,22
張子容著_7. 樂城歲日贈孟浩然,張子容著,7. 樂城歲日贈孟浩然,孟浩然,22
張子容著_15. 贈司勳蕭郎中,張子容著,15. 贈司勳蕭郎中,江妃,10
邢巨著_19. 游宣州琴溪同武平一作,邢巨著,19. 游宣州琴溪同武平一作,武平一,4
孫逖著_21. 送魏騎曹充宇文侍禦判官分按山南,孫逖著,21. 送魏騎曹充宇文侍禦判官分按山南,荊人,9
孫逖著_32. 尋龍湍,孫逖著,32. 尋龍湍,江妃,10
孫逖著_54. 江行有懷,孫逖著,54. 江行有懷,江妃,10
孫逖著_55. 長洲苑,孫逖著,55. 長洲苑,王初,4
崔國輔著_8. 對酒吟,崔國輔著,8. 對酒吟,少年,611
崔國輔著_10. 七夕,崔國輔著,10. 七夕,太守,256
崔國輔著_17. 襄陽曲二首,崔國輔著,17. 襄陽曲二首,少年,611
崔國輔著_20. 長樂少年行,崔國輔著,20. 長樂少年行,少年,611
袁瓘著_7. 鴻門行,袁瓘著,7. 鴻門行,少年,611
楊炎著_5. 贈元載歌妓,楊炎著,5. 贈元載歌妓,元載,4
元載著_6. 別妻王韞秀,元載著,6. 別妻王韞秀,王韞秀,1
盧象著_10. 和徐侍郎叢筱詠,盧象著,10. 和徐侍郎叢筱詠,應物,26
盧象著_13. 贈張均員外,盧象著,13. 贈張均員外,張均,2
盧象著_14. 送祖詠,盧象著,14. 送祖詠,祖詠,2
盧象著_15. 送綦毋潛,盧象著,15. 送綦毋潛,綦毋潛,5
盧象著_19. 同王維過崔處士林亭,盧象著,19. 同王維過崔處士林亭,王維,23
盧鴻一著_2. 嵩山十志十首：倒景台,盧鴻一著,2. 嵩山十志十首：倒景台,可朋,1
崔翹著_13. 奉和聖制答張說南出雀鼠谷,崔翹著,13. 奉和聖制答張說南出雀鼠谷,張說,40
梁升卿著_16. 奉和聖制答張說扈從南出雀鼠谷,梁升卿著,16. 奉和聖制答張說扈從南出雀鼠谷,張說,40
王維著_2. 奉和聖制登降聖觀與宰臣等同望應制,王維著,2. 奉和聖制登降聖觀與宰臣等同望應制,寒山,122
王維著_4. 奉和聖制送不蒙都護兼鴻臚卿歸安西應制,王維著,4. 奉和聖制送不蒙都護兼鴻臚卿歸安西應制,寒山,122
王維著_11. 贈從弟司庫員外絿,王維著,11. 贈從弟司庫員外絿,少年,611
王維著_13. 贈李頎,王維著,13. 贈李頎,李頎,2
王維著_22. 奉寄韋太守陟,王維著,22. 奉寄韋太守陟,太守,256
王維著_25. 秋夜獨坐懷內弟崔興宗,王維著,25. 秋夜獨坐懷內弟崔興宗,崔興宗,4
王維著_28. 送魏郡李太守赴任,王維著,28. 送魏郡李太守赴任,太守,256
王維著_30. 送宇文太守赴宣城,王維著,30. 送宇文太守赴宣城,太守,256
王維著_36. 送縉雲苗太守,王維著,36. 送縉雲苗太守,清江,88
王維著_36. 送縉雲苗太守,王維著,36. 送縉雲苗太守,太守,256
王維著_37. 送從弟蕃游淮南,王維著,37. 送從弟蕃游淮南,少年,611
王維著_38. 送高適弟耽歸臨淮作,王維著,38. 送高適弟耽歸臨淮作,少年,611
王維著_38. 送高適弟耽歸臨淮作,王維著,38. 送高適弟耽歸臨淮作,高適,6
王維著_39. 送綦毋潛落第還鄉,王維著,39. 送綦毋潛落第還鄉,綦毋潛,5
王維著_39. 送綦毋潛落第還鄉,王維著,39. 送綦毋潛落第還鄉,隱者,103
王維著_44. 觀別者,王維著,44. 觀別者,無可,68
王維著_46. 別綦毋潛,王維著,46. 別綦毋潛,綦毋潛,5
王維著_61. 謁璿上人,王維著,61. 謁璿上人,少年,611
王維著_70. 西施詠,王維著,70. 西施詠,西施,70
王維著_71. 李陵詠,王維著,71. 李陵詠,少年,611
王維著_72. 濟上四賢詠：崔錄事,王維著,72. 濟上四賢詠：崔錄事,少年,611
王維著_81. 送康太守,王維著,81. 送康太守,太守,256
王維著_86. 哭殷遙,王維著,86. 哭殷遙,殷遙,3
王維著_89. 隴頭吟,王維著,89. 隴頭吟,少年,611
王維著_90. 老將行,王維著,90. 老將行,少年,611
王維著_90. 老將行,王維著,90. 老將行,寒山,122
王維著_96. 故人張諲工詩善易蔔兼能丹青草隸頃以詩見贈聊獲酬之,王維著,96. 故人張諲工詩善易蔔兼能丹青草隸頃以詩見贈聊獲酬之,書生,75
王維著_97. 送崔五太守,王維著,97. 送崔五太守,少年,611
王維著_97. 送崔五太守,王維著,97. 送崔五太守,太守,256
王維著_98. 寒食城東即事,王維著,98. 寒食城東即事,少年,611
王維著_100. 贈裴迪,王維著,100. 贈裴迪,裴迪,11
王維著_107. 同比部楊員外十五夜遊有懷靜者季,王維著,107. 同比部楊員外十五夜遊有懷靜者季,少年,611
王維著_110. 送李睢陽,王維著,110. 送李睢陽,陳羽,5
王維著_3. 從岐王夜宴衛家山池應教,王維著,3. 從岐王夜宴衛家山池應教,座客,18
王維著_6. 輞川閒居贈裴秀才迪,王維著,6. 輞川閒居贈裴秀才迪,寒山,122
王維著_16. 送丘為落第歸江東,王維著,16. 送丘為落第歸江東,丘為,7
王維著_18. 送封太守,王維著,18. 送封太守,太守,256
王維著_23. 同崔興宗送衡岳瑗公南歸,王維著,23. 同崔興宗送衡岳瑗公南歸,崔興宗,4
王維著_25. 送丘為往唐州,王維著,25. 送丘為往唐州,丘為,7
王維著_28. 送崔興宗,王維著,28. 送崔興宗,崔興宗,4
王維著_31. 送趙都督赴代州得青字,王維著,31. 送趙都督赴代州得青字,書生,75
王維著_33. 送李員外賢郎,王維著,33. 送李員外賢郎,少年,611
王維著_41. 送孫二,王維著,41. 送孫二,書生,75
王維著_45. 與盧象集朱家,王維著,45. 與盧象集朱家,盧象,4
王維著_65. 終南山,王維著,65. 終南山,樵夫,17
王維著_80. 待儲光羲不至,王維著,80. 待儲光羲不至,儲光羲,1
王維著_83. 留別錢起,王維著,83. 留別錢起,錢起,9
王維著_84. 留別丘為,王維著,84. 留別丘為,丘為,7
王維著_90. 故西河郡杜太守挽歌三首,王維著,90. 故西河郡杜太守挽歌三首,太守,256
王維著_2. 奉和聖制與太子諸王三月三日龍池春禊應制,王維著,2. 奉和聖制與太子諸王三月三日龍池春禊應制,雲表,13
王維著_11. 和僕射晉公扈從溫湯,王維著,11. 和僕射晉公扈從溫湯,寒山,122
王維著_14. 上張令公,王維著,14. 上張令公,易思,1
王維著_15. 贈焦道士,王維著,15. 贈焦道士,無可,68
王維著_19. 送李太守赴上洛,王維著,19. 送李太守赴上洛,太守,256
王維著_26. 河南嚴尹弟見宿弊廬訪別人賦十韻,王維著,26. 河南嚴尹弟見宿弊廬訪別人賦十韻,寒山,122
王維著_15. 春日與裴迪過新昌裏訪呂逸人不遇,王維著,15. 春日與裴迪過新昌裏訪呂逸人不遇,裴迪,11
王維著_16. 酌酒與裴迪,王維著,16. 酌酒與裴迪,裴迪,11
王維著_48. 答裴迪輞口遇雨憶終南山之作,王維著,48. 答裴迪輞口遇雨憶終南山之作,裴迪,11
王維著_59. 菩提寺禁口號又示裴迪,王維著,59. 菩提寺禁口號又示裴迪,裴迪,11
